T_H,theta,jz_mean,jz_var,d_jz_analytical,d_jz_numerical,delta_theta_analytical,delta_theta_numerical,delta_theta_theory,is_fringe_extremum,abs_sin
0.7041989785,1,-0.3810651982,0.1047893147,0.2279575029,0.2279575028,1.420053182,1.420053182,1.420053182,False,0.6474235545
0.7140151304,1,-0.3778692863,0.1072148025,0.2337947689,0.2337947689,1.400530545,1.400530546,1.400530545,False,0.6548734305
0.7239681141,1,-0.3745916517,0.1096810945,0.239764746,0.2397647459,1.381276303,1.381276303,1.381276303,False,0.6623627237
0.734059837,1,-0.3712304434,0.1121879579,0.2458694583,0.2458694583,1.362286764,1.362286764,1.362286764,False,0.6698894175
0.744292233,1,-0.3677837821,0.1147350896,0.2521108964,0.2521108964,1.34355829,1.34355829,1.34355829,False,0.6774513697
0.7546672631,1,-0.3642497619,0.117322111,0.2584910111,0.2584910111,1.325087292,1.325087292,1.325087292,False,0.6850463079
0.7651869155,1,-0.3606264495,0.1199485639,0.2650117082,0.2650117081,1.30687023,1.30687023,1.30687023,False,0.692671824
0.7758532061,1,-0.356911886,0.1226139056,0.2716748414,0.2716748414,1.288903612,1.288903612,1.288903612,False,0.700325369
0.786668179,1,-0.3531040873,0.1253175036,0.278482206,0.2784822061,1.271183997,1.271183996,1.271183997,False,0.7080042473
0.7976339068,1,-0.3492010445,0.1280586305,0.2854355315,0.2854355315,1.253707987,1.253707987,1.253707987,False,0.7157056114
0.8087524909,1,-0.3452007255,0.1308364591,0.2925364739,0.2925364738,1.236472235,1.236472235,1.236472235,False,0.7234264554
0.820026062,1,-0.341101076,0.133650056,0.2997866077,0.2997866077,1.219473437,1.219473437,1.219473437,False,0.7311636095
0.8314567806,1,-0.3369000201,0.1364983764,0.307187417,0.3071874171,1.202708335,1.202708335,1.202708335,False,0.7389137336
0.8430468372,1,-0.3325954625,0.1393802584,0.3147402866,0.3147402866,1.186173716,1.186173716,1.186173716,False,0.746673311
0.8547984529,1,-0.328185289,0.1422944161,0.3224464919,0.3224464919,1.169866413,1.169866413,1.169866413,False,0.7544386419
0.8667138797,1,-0.323667369,0.1452394343,0.3303071888,0.3303071888,1.1537833,1.1537833,1.1537833,False,0.7622058364
0.8787954012,1,-0.3190395564,0.1482137614,0.3383234027,0.3383234027,1.137921294,1.137921294,1.137921294,False,0.7699708084
0.8910453325,1,-0.3142996922,0.1512157035,0.346496017,0.346496017,1.122277356,1.122277356,1.122277356,False,0.7777292677
0.9034660212,1,-0.3094456061,0.1542434168,0.3548257605,0.3548257605,1.106848489,1.106848489,1.106848489,False,0.7854767135
0.9160598475,1,-0.3044751188,0.157294902,0.3633131952,0.3633131952,1.091631734,1.091631734,1.091631734,False,0.7932084267
0.928829225,1,-0.2993860445,0.1603679964,0.3719587019,0.3719587019,1.076624177,1.076624177,1.076624177,False,0.8009194626
0.9417766007,1,-0.2941761934,0.1634603673,0.3807624661,0.3807624661,1.061822941,1.061822941,1.061822941,False,0.8086046432
0.9549044558,1,-0.2888433747,0.1665695049,0.389724463,0.389724463,1.04722519,1.04722519,1.04722519,False,0.8162585495
0.968215306,1,-0.2833853993,0.1696927154,0.3988444412,0.3988444412,1.032828126,1.032828126,1.032828126,False,0.8238755135
0.9817117023,1,-0.2778000836,0.1728271136,0.4081219061,0.4081219061,1.01862899,1.01862899,1.01862899,False,0.8314496101
0.995396231,1,-0.2720852522,0.1759696155,0.4175561019,0.4175561019,1.004625062,1.004625062,1.004625062,False,0.8389746492
1.009271515,1,-0.2662387424,0.179116932,0.4271459933,0.4271459934,0.9908136567,0.9908136566,0.9908136567,False,0.8464441672
1.023340212,1,-0.2602584077,0.1822655612,0.4368902459,0.4368902458,0.9771921284,0.9771921285,0.9771921284,False,0.8538514185
1.03760502,1,-0.2541421223,0.1854117817,0.4467872054,0.4467872054,0.9637578664,0.9637578663,0.9637578664,False,0.8611893675
1.052068671,1,-0.2478877856,0.1885516457,0.4568348762,0.4568348761,0.9505082962,0.9505082964,0.9505082962,False,0.8684506796
1.066733938,1,-0.2414933273,0.1916809729,0.467030899,0.467030899,0.9374408788,0.9374408789,0.9374408788,False,0.8756277128
1.08160363,1,-0.2349567122,0.1947953434,0.4773725271,0.4773725271,0.9245531098,0.9245531099,0.9245531098,False,0.882712509
1.096680598,1,-0.2282759461,0.1978900924,0.4878566014,0.4878566014,0.9118425196,0.9118425196,0.9118425196,False,0.8896967853
1.111967731,1,-0.2214490814,0.2009603043,0.4984795248,0.4984795248,0.8993066723,0.8993066723,0.8993066723,False,0.8965719254
1.127467958,1,-0.2144742236,0.2040008074,0.5092372352,0.5092372352,0.8869431656,0.8869431657,0.8869431656,False,0.9033289709
1.14318425,1,-0.2073495377,0.2070061692,0.5201251772,0.5201251771,0.8747496302,0.8747496302,0.8747496302,False,0.9099586127
1.159119619,1,-0.2000732555,0.2099706924,0.5311382725,0.5311382725,0.8627237292,0.8627237293,0.8627237292,False,0.9164511824
1.175277117,1,-0.1926436827,0.2128884115,0.5422708899,0.5422708899,0.8508631583,0.8508631583,0.8508631583,False,0.922796644
1.191659843,1,-0.1850592071,0.2157530899,0.5535168125,0.5535168124,0.8391656443,0.8391656444,0.8391656443,False,0.9289845852
1.208270935,1,-0.1773183068,0.2185582181,0.5648692054,0.5648692054,0.8276289456,0.8276289457,0.8276289456,False,0.9350042098
1.225113577,1,-0.1694195589,0.2212970131,0.5763205807,0.5763205807,0.8162508514,0.8162508514,0.8162508514,False,0.9408443294
1.242190995,1,-0.161361649,0.2239624182,0.587862762,0.587862762,0.8050291812,0.8050291813,0.8050291812,False,0.946493356
1.259506464,1,-0.1531433809,0.2265471049,0.5994868472,0.5994868473,0.7939617845,0.7939617845,0.7939617845,False,0.9519392941
1.277063301,1,-0.1447636866,0.229043475,0.6111831704,0.6111831703,0.7830465404,0.7830465406,0.7830465404,False,0.9571697343
1.294864871,1,-0.1362216377,0.2314436654,0.6229412618,0.6229412618,0.7722813571,0.7722813572,0.7722813571,False,0.9621718462
1.312914585,1,-0.1275164565,0.2337395533,0.6347498075,0.6347498075,0.7616641717,0.7616641717,0.7616641717,False,0.9669323727
1.331215903,1,-0.1186475278,0.2359227641,0.6465966064,0.6465966064,0.7511929493,0.7511929494,0.7511929493,False,0.9714376236
1.34977233,1,-0.1096144121,0.2379846807,0.6584685275,0.6584685274,0.7408656835,0.7408656835,0.7408656835,False,0.9756734713
1.368587425,1,-0.1004168578,0.2399164547,0.6703514647,0.6703514647,0.7306803951,0.730680395,0.7306803951,False,0.9796253461
1.387664791,1,-0.09105481616,0.2417090205,0.6822302912,0.6822302911,0.7206351321,0.7206351323,0.7206351321,False,0.9832782321
1.407008086,1,-0.08152845478,0.2433531111,0.6940888127,0.6940888127,0.7107279697,0.7107279697,0.7107279697,False,0.9866166653
1.426621015,1,-0.07183817328,0.2448392769,0.705909719,0.7059097189,0.7009570091,0.7009570092,0.7009570091,False,0.9896247306
1.446507339,1,-0.06198461888,0.246157907,0.717674535,0.7176745349,0.691320378,0.6913203781,0.691320378,False,0.9922860616
1.466670866,1,-0.05196870289,0.2472992539,0.7293635715,0.7293635715,0.6818162295,0.6818162295,0.6818162295,False,0.9945838404
1.487115463,1,-0.04179161791,0.2482534607,0.7409558736,0.7409558735,0.6724427423,0.6724427424,0.6724427423,False,0.9965007991
1.507845046,1,-0.03145485564,0.2490105921,0.7524291701,0.7524291701,0.6631981202,0.6631981202,0.6631981202,False,0.9980192224
1.528863588,1,-0.02096022552,0.2495606689,0.7637598214,0.7637598214,0.6540805915,0.6540805915,0.6540805915,False,0.9991209515
1.550175117,1,-0.01030987401,0.2498937065,0.7749227676,0.7749227676,0.6450884089,0.645088409,0.6450884089,False,0.9997873904
1.571783718,1,0.0004936954089,0.2499997563,0.7858914758,0.7858914758,0.6362198493,0.6362198493,0.6362198493,False,0.9999995125
1.59369353,1,0.01144760144,0.2498689524,0.7966378881,0.7966378881,0.627473213,0.627473213,0.627473213,False,0.9997378705
1.615908754,1,0.02254856352,0.2494915623,0.8071323698,0.8071323698,0.6188468239,0.6188468239,0.6188468239,False,0.998982607
1.638433646,1,0.03379287965,0.2488580413,0.8173436577,0.8173436577,0.6103390288,0.6103390288,0.6103390288,False,0.9977134685
1.661272522,1,0.04517640347,0.2479590926,0.8272388095,0.8272388095,0.6019481974,0.6019481974,0.6019481974,False,0.9959098204
1.68442976,1,0.05669452069,0.2467857313,0.8367831547,0.8367831547,0.5936727216,0.5936727216,0.5936727216,False,0.9935506657
1.707909797,1,0.06834212484,0.245329354,0.8459402465,0.8459402464,0.5855110156,0.5855110156,0.5855110156,False,0.9906146657
1.731717134,1,0.08011359233,0.2435818123,0.8546718158,0.8546718158,0.5774615152,0.5774615153,0.5774615152,False,0.9870801636
1.755856331,1,0.09200275696,0.2415354927,0.8629377277,0.8629377276,0.569522678,0.569522678,0.569522678,False,0.9829252112
1.780332016,1,0.1040028838,0.2391834002,0.8706959407,0.8706959407,0.5616929824,0.5616929824,0.5616929824,False,0.9781275994
1.805148879,1,0.1161066424,0.2365192476,0.877902469,0.877902469,0.5539709281,0.5539709281,0.5539709281,False,0.9726648911
